Code	Struct	Label
9670/3	sub	"Malignant lymphoma, lymphocytic, diffuse, NOS"
9670/3	sub	"Malignant lymphoma, small cell, NOS"
9670/3	sub	"Malignant lymphoma, small lymphocytic, diffuse"
9670/3	sub	"Malignant lymphoma, small cell diffuse"
9671/3	title	"Malignant lymphoma, lymphoplasmacytic"
9671/3	sub	"Malignant lymphoma, lymphoplasmacytoid"
9671/3	sub	Immunocytoma
9671/3	sub	"Malignant lymphoma, plasmacytoid"
9671/3	sub	Plasmacytic lymphoma
9673/3	title	Mantle cell lymphoma
9673/3	sub	Mantle zone lymphoma
9673/3	sub	"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
9673/3	sub	"Malignant lymphoma, centrocytic"
9673/3	sub	Malignant lymphomatous polyposis
9675/3	title	"Malignant lymphoma, mixed small and large cell, diffuse"
9675/3	sub	"Malignant lymphoma, mixed lymphocytic-histiocytic, diffuse"
9675/3	sub	"Malignant lymphoma, mixed cell type, diffuse"
9675/3	sub	"Malignant lymphoma, centroblastic- centrocytic,  NOS"
9675/3	sub	"Malignant lymphoma, centroblastic- centrocytic, diffuse"
9678/3	title	Primary effusion lymphoma
9679/3	title	Mediastinal large B-cell lymphoma
9679/3	sub	Thymic large B-cell lymphoma
9680/3	title	"Malignant lymphoma, large B-cell, diffuse, NOS"
9680/3	sub	"Diffuse large B-cell lymphoma, NOS"
9680/3	sub	"Malignant lymphoma, large cell, NOS"
9680/3	sub	"Malignant lymphoma, large B-cell, NOS"
9680/3	sub	"Malignant lymphoma, histiocytic, NOS"
9680/3	sub	"Malignant lymphoma, histiocytic, diffuse"
9680/3	sub	"Malignant lymphoma, large cell, cleaved and noncleaved"
9680/3	sub	"Malignant lymphoma, large cell, diffuse, NOS"
9680/3	sub	"Malignant lymphoma, large cleaved cell, NOS"
9680/3	sub	"Malignant lymphoma, large cell, cleaved, diffuse"
9680/3	sub	"Malignant lymphoma, large cell, cleaved, NOS"
9680/3	sub	"Malignant lymphoma, large cell,  noncleaved, diffuse"
9680/3	sub	"Malignant lymphoma, large cell, noncleaved, NOS"
9680/3	sub	"Malignant lymphoma, noncleaved, diffuse, NOS"
9680/3	sub	"Malignant lymphoma, noncleaved, NOS"
9680/3	sub	"Malignant lymphoma, large B-cell, diffuse, centroblastic, NOS"
9680/3	sub	"Malignant lymphoma, centroblastic, NOS"
9680/3	sub	"Malignant lymphoma, centroblastic, diffuse"
9680/3	sub	Intravascular large B-cell lymphoma
9680/3	sub	Intravascular B-cell lymphoma
9680/3	sub	Angioendotheliomatosis
9680/3	sub	Angiotropic lymphoma
9680/3	sub	T-cell rich large B-cell lymphoma
9680/3	sub	Histiocyte-rich large B-cell lymphoma
9680/3	sub	T-cell rich/histiocyte-rich large B-cell lymphoma
9680/3	sub	Anaplastic large B-cell lymphoma
9684/3	title	"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS"
9684/3	sub	"Malignant lymphoma, immunoblastic, NOS"
9684/3	sub	Immunoblastic sarcoma
9684/3	sub	"Malignant lymphoma, large cell, immunoblastic"
9684/3	sub	Plasmablastic lymphoma
9687/3	title	"Burkitt lymphoma, NOS"
9687/3	sub	Burkitt tumor
9687/3	sub	"Malignant lymphoma, undifferentiated, Burkitt type"
9687/3	sub	"Malignant lymphoma, small noncleaved, Burkitt type"
9687/3	sub	Burkitt-like lymphoma
9689/3	title	Splenic marginal zone B-cell lymphoma
9689/3	sub	"Splenic marginal zone lymphoma, NOS"
9689/3	sub	Splenic lymphoma with villous lymphocytes
9690/3	title	"Follicular lymphoma, NOS"
9690/3	sub	"Malignant lymphoma, follicular, NOS"
9690/3	sub	"Malignant lymphoma, follicle center, follicular"
9690/3	sub	"Malignant lymphoma, follicle center, NOS"
9690/3	sub	"Malignant lymphoma, centroblastic- centrocytic, follicular"
9690/3	sub	"Malignant lymphoma, nodular, NOS"
9690/3	sub	"Malignant lymphoma, lymphocytic, nodular, NOS"
9691/3	title	"Follicular lymphoma, grade 2"
9691/3	sub	"Malignant lymphoma, mixed small cleaved and large cell, follicular"
9691/3	sub	"Malignant lymphoma, mixed lymphocytic-histiocytic, nodular"
9691/3	sub	"Malignant lymphoma, mixed cell type, follicular"
9691/3	sub	"Malignant lymphoma, mixed cell type, nodular"
9695/3	title	"Follicular lymphoma, grade 1"
9695/3	sub	"Malignant lymphoma, small cleaved cell, follicular"
9695/3	sub	"Follicular lymphoma, small cleaved cell"
9695/3	sub	"Malignant lymphoma, lymphocytic, poorly differentiated, nodular"
9698/3	title	"Follicular lymphoma, grade 3"
9698/3	sub	"Malignant lymphoma, large cell, follicular, NOS"
9698/3	sub	"Malignant lymphoma, large cell, noncleaved, follicular"
9698/3	sub	"Malignant lymphoma, histiocytic, nodular"
9698/3	sub	"Malignant lymphoma, noncleaved cell, follicular, NOS"
9698/3	sub	"Malignant lymphoma, large cleaved cell, follicular"
9698/3	sub	"Malignant lymphoma, centroblastic, follicular"
9698/3	sub	"Malignant lymphoma, lymphocytic, well differentiated, nodular"
9699/3	title	"Marginal zone B-cell lymphoma, NOS"
9699/3	sub	"Marginal zone lymphoma, NOS"
9699/3	sub	Mucosal-associated lymphoid tissue lymphoma
9699/3	sub	MALT lymphoma
9699/3	sub	Bronchial-associated lymphoid tissue lymphoma
9699/3	sub	BALT lymphoma
9699/3	sub	Skin-associated lymphoid tissue lymphoma
9699/3	sub	SALT lymphoma
9699/3	sub	Monocytoid B-cell lymphoma
9699/3	sub	Nodal marginal zone lymphoma
9700/3	title	Mycosis fungoides
9700/3	sub	Pagetoid reticulosis
9701/3	title	Sezary syndrome
9701/3	sub	Sezary disease
9702/3	title	"Mature T-cell lymphoma, NOS"
9702/3	sub	"Peripheral T-cell lymphoma, NOS"
9702/3	sub	"T-cell lymphoma, NOS"
9702/3	sub	"Peripheral T-cell lymphoma, pleomorphic small cell"
9702/3	sub	"Peripheral T-cell lymphoma, pleomorphic medium and large cell"
9702/3	sub	"Peripheral T-cell lymphoma, large cell"
9702/3	sub	T-zone lymphoma
9702/3	sub	Lymphoepithelioid lymphoma
9702/3	sub	Lennert lymphoma
9705/3	title	Angioimmunoblastic T-cell lymphoma
9705/3	sub	"Peripheral T-cell lymphoma, AILD (Angioimmunoblastic"
9705/3	sub	Angioimmunoblastic lymphoma
9708/3	title	Subcutaneous panniculitis-like T-cell lymphoma
9709/3	title	"Cutaneous T-cell lymphoma, NOS"
9709/3	sub	"Cutaneous lymphoma, NOS"
9714/3	title	"Anaplastic large cell lymphoma, T cell and Null cell type"
9714/3	sub	Large cell (Ki-1+) lymphoma
9714/3	sub	"Anaplastic large cell lymphoma, NOS"
9714/3	sub	"Anaplastic large cell lymphoma, CD30+"
9716/3	title	Hepatosplenic  (gamma-delta) cell lymphoma
9717/3	title	Intestinal T-cell lymphoma
9717/3	sub	Enteropathy type intestinal T-cell lymphoma
9717/3	sub	Enteropathy associated T-cell lymphoma
9718/3	title	Primary cutaneous CD30+ T-cell lymphoproliferative disorder
9718/3	sub	Lymphomatoid papulosis
9718/3	sub	Primary cutaneous anaplastic large cell lymphoma
9718/3	sub	Primary cutaneous CD30+ large T-cell lymphoma
9719/3	title	"NK/T-cell lymphoma, nasal and nasal-type"
9719/3	sub	T/NK-cell lymphoma
9719/3	sub	Angiocentric T-cell lymphoma
9719/3	sub	"Malignant reticulosis, NOS"
9719/3	sub	Malignant midline reticulosis
9719/3	sub	Polymorphic reticulosis
9727/3	title	"Precursor cell lymphoblastic lymphoma, NOS"
9727/3	sub	"Malignant lymphoma, lymphoblastic, NOS"
9727/3	sub	"Malignant lymphoma, convoluted cell"
9727/3	sub	Lymphoblastoma
9728/3	title	Precursor B-cell lymphoblastic lymphoma
9729/3	title	Precursor T-cell lymphoblastic lymphoma
9731/3	title	"Plasmacytoma, NOS"
9731/3	sub	Plasmacytoma of bone
9731/3	sub	Plasma cell tumor
9731/3	sub	Solitary myeloma
9731/3	sub	Solitary plasmacytoma
9732/3	title	Multiple myeloma
9732/3	sub	"Myeloma, NOS"
9732/3	sub	Myelomatosis
9732/3	sub	Plasma cell myeloma
9733/3	title	Plasma cell leukemia
9733/3	sub	Plasmacytic leukemia
9734/3	title	"Plasmacytoma, extramedullary (not occurring in bone)"
9740/1	title	"Mastocytoma, NOS"
9740/1	sub	"Mast cell tumor, NOS"
9740/3	title	Mast cell sarcoma
9740/3	sub	Malignant mast cell tumor
9740/3	sub	Malignant mastocytoma
9741/3	title	Malignant mastocytosis
9741/3	sub	Systemic tissue mast cell disease
9742/3	title	Mast cell leukemia
9750/3	title	Malignant histiocytosis
9750/3	sub	Histiocytic medullary reticulosis
9751/1	title	"Langerhans cell histiocytosis, NOS"
9751/1	sub	Langerhans cell granulomatosis
9751/1	sub	"Histiocytosis X, NOS"
9752/1	title	"Langerhans cell histiocytosis, unifocal"
9752/1	sub	"Langerhans cell granulomatosis, unifocal"
9752/1	sub	"Langerhans cell histiocytosis, mono-ostotic"
9752/1	sub	Eosinophilic granuloma
9753/1	title	"Langerhans cell histiocytosis, multifocal"
9753/1	sub	"Langerhans cell histiocytosis, poly-ostotic"
9753/1	sub	Hand-Schuller-Christian disease
9754/3	title	"Langerhans cell histiocytosis, disseminated"
9754/3	sub	"Langerhans cell histiocytosis, generalized"
9754/3	sub	Letterer-Siwe disease
9754/3	sub	Acute progressive histiocytosis X
9754/3	sub	Nonlipid reticuloendotheliosis
9755/3	title	Histiocytic sarcoma
9755/3	sub	True histiocytic lymphoma
9756/3	title	Langerhans cell sarcoma
9757/3	title	Interdigitating dendritic cell sarcoma
9757/3	sub	Interdigitating cell sarcoma
9757/3	sub	"Dendritic cell sarcoma, NOS"
9758/3	title	Follicular dendritic cell sarcoma
9758/3	sub	Follicular dendritic cell tumor
9760/3	title	"Immunoproliferative disease, NOS"
9761/3	title	Waldenstrom macroglobulinemia
9762/3	title	"Heavy chain disease, NOS"
9762/3	sub	Alpha heavy chain disease
9762/3	sub	Mu heavy chain disease
9762/3	sub	Gamma heavy chain disease
9762/3	sub	Franklin disease
9764/3	title	Immunoproliferative small intestinal  disease
9764/3	sub	Mediterranean lymphoma
9765/1	title	Monoclonal gammopathy of undetermined significance
9765/1	sub	MGUS
9765/1	sub	"Monoclonal gammopathy, NOS"
9766/1	title	Angiocentric immunoproliferative lesion
9766/1	sub	Lymphoid granulomatosis
9767/1	title	Angioimmunoblastic lymphadenopathy (AIC)
9767/1	sub	Immunoblastic lymphadenopathy (IBL) [obs]
9768/1	title	T-gamma lymphoproliferative disease
9769/1	title	Immunoglobulin deposition disease
9769/1	sub	Systemic light chain disease
9769/1	sub	Primary amyloidosis
9800/3	title	"Leukemia, NOS"
9800/3	sub	"Subacute leukemia, NOS"
9800/3	sub	"Chronic leukemia, NOS"
9800/3	sub	"Aleukemic leukemia, NOS"
9801/3	title	"Acute leukemia, NOS"
9801/3	sub	Blast cell leukemia
9801/3	sub	Undifferentiated leukemia
9801/3	sub	Stem cell leukemia
9805/3	title	Acute biphenotypic leukemia
9805/3	sub	Acute mixed lineage leukemia
9805/3	sub	Acute bilineal leukemia
9820/3	title	"Lymphoid leukemia, NOS"
9820/3	sub	"Lymphocytic leukemia, NOS"
9820/3	sub	"Lymphatic leukemia, NOS"
9820/3	sub	Subacute lymphoid leukemia
9820/3	sub	Subacute lymphocytic leukemia
9820/3	sub	Subacute lymphatic leukemia
9820/3	sub	Aleukemic lymphoid leukemia
9820/3	sub	Aleukemic lymphocytic leukemia
9820/3	sub	Aleukemic lymphatic leukemia
9820/3	sub	Lymphosarcoma cell leukemia
9823/3	title	B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma
9823/3	sub	"Chronic lymphocytic leukemia, B-cell type"
9823/3	sub	Chronic lymphocytic leukemia
9823/3	sub	Chronic lymphoid leukemia
9823/3	sub	Chronic lymphatic leukemia
9826/3	title	Burkitt cell leukemia
9826/3	sub	"Acute leukemia, Burkitt type"
9826/3	sub	B-ALL
9826/3	sub	FAB L3
9826/3	sub	"Acute lymphoblastic leukemia, mature B-cell type"
9827/3	title	Adult T-cell leukemia/lymphoma (HTLV-1 positive)
9827/3	sub	Adult T-cell lymphoma/leukemia
9827/3	sub	Adult T-cell lymphoma
9827/3	sub	Adult T-cell leukemia
9831/1	title	T-cell large granular lymphocytic leukemia
9831/1	sub	T-cell large granular lymphocytosis
9831/1	sub	NK-cell large granular lymphocytic leukemia
9831/1	sub	"Large granular lymphocytosis, NOS"
9832/3	title	"Prolymphocytic leukemia, NOS"
9833/3	title	"Prolymphocytic leukemia, B-cell type"
9834/3	title	"Prolymphocytic leukemia, T-cell type"
9835/3	title	"Precursor cell lymphoblastic leukemia, NOS"
9835/3	sub	"Precursor cell lymphoblastic leukemia, not phenotyped"
9835/3	sub	"Acute lymphoblastic leukemia, NOS"
9835/3	sub	"Acute lymphoblastic leukemia, precursor-cell type"
9835/3	sub	"Acute lymphoblastic leukemia-lymphoma, NOS"
9835/3	sub	Acute lymphocytic leukemia
9835/3	sub	Acute lymphoid leukemia
9835/3	sub	Acute lymphatic leukemia
9835/3	sub	"Lymphoblastic leukemia, NOS"
9835/3	sub	FAB L1
9835/3	sub	"Acute lymphoblastic leukemia, L2 type, NOS"
9835/3	sub	FAB L2
9836/3	title	Precursor B-cell lymphoblastic leukemia
9836/3	sub	Pro-B ALL
9836/3	sub	Common precursor B ALL
9836/3	sub	Pre-B ALL
9836/3	sub	Pre-pre-B ALL
9836/3	sub	Common ALL
9836/3	sub	c-ALL
9837/3	title	Precursor T-cell lymphoblastic leukemia
9837/3	sub	Pro-T ALL
9837/3	sub	Pre-T ALL
9837/3	sub	Cortical T ALL
9837/3	sub	Mature T ALL
9840/3	title	"Acute myeloid leukemia, M6 type"
9840/3	sub	Acute erythroid leukemia
9840/3	sub	M6A
9840/3	sub	M6B
9840/3	sub	Erythroleukemia
9840/3	sub	FAB M6
9840/3	sub	AML M6
9840/3	sub	"Erythremic myelosis, NOS"
9840/3	sub	Acute erythremia
9840/3	sub	Di Guglielmo disease
9840/3	sub	Acute erythremic myelosis
9860/3	title	"Myeloid leukemia, NOS"
9860/3	sub	"Non-lymphocytic leukemia, NOS"
9860/3	sub	"Granulocytic leukemia, NOS"
9860/3	sub	"Myelogenous leukemia, NOS"
9860/3	sub	"Myelomonocytic leukemia, NOS"
9860/3	sub	"Myelocytic leukemia, NOS"
9860/3	sub	Subacute myeloid leukemia
9860/3	sub	Subacute granulocytic leukemia
9860/3	sub	Subacute myelogenous leukemia
9860/3	sub	Aleukemic myeloid leukemia
9860/3	sub	Aleukemic granulocytic leukemia
9860/3	sub	Aleukemic myelogenous leukemia
9860/3	sub	Eosinophilic leukemia
9860/3	sub	"Monocytic leukemia, NOS"
9860/3	sub	Subacute monocytic leukemia
9860/3	sub	Chronic monocytic leukemia
9860/3	sub	Aleukemic monocytic leukemia
9861/3	title	"Acute myeloid leukemia, NOS"
9861/3	sub	Acute non-lymphocytic leukemia
9861/3	sub	Acute granulocytic leukemia
9861/3	sub	Acute myelogenous leukemia
9861/3	sub	Acute myelocytic leukemia
9863/3	title	"Chronic myeloid leukemia, NOS"
9863/3	sub	"Chronic granulocytic leukemia, NOS"
9863/3	sub	"Chronic myelogenous leukemia, NOS"
9863/3	sub	"Chronic myelocytic leukemia, NOS"
9866/3	title	Acute promyelocytic leukemia
9866/3	sub	"Acute promyelocytic leukemia, PML/RAR- alpha"
9866/3	sub	"Acute myeloid leukemia, t(15:17)(q22"
9866/3	sub	"Acute myeloid leukemia, PML/RAR-alpha"
9866/3	sub	"Acute promyelocytic leukemia, NOS"
9866/3	sub	FAB M3
9867/3	title	Acute myelomonocytic leukemia
9867/3	sub	FAB M4
9870/3	title	Acute basophilic leukemia
9871/3	title	Acute myeloid leukemia with abnormal marrow eosinophils
9871/3	sub	"Acute myeloid leukemia, inv(16)(p13;q22)"
9871/3	sub	"Acute myeloid leukemia, t(16;16)(p13;q11)"
9871/3	sub	"Acute myeloid leukemia, CBF-beta/MYH11"
9871/3	sub	Acute myelomonocytic leukemia with abnormal eosinophils
9871/3	sub	FAB M4Eo
9872/3	title	"Acute myeloid leukemia, minimal differentiation"
9872/3	sub	Acute myeloblastic leukemia
9872/3	sub	FAB M0
9873/3	title	Acute myeloid leukemia without maturation
9873/3	sub	FAB M1
9874/3	title	Acute myeloid leukemia with maturation
9874/3	sub	"FAB M2, NOS"
9875/3	title	"Chronic myelogenous leukemia, BCR/ABL  positive"
9875/3	sub	"Chronic myelogenous leukemia, Philadelphia chromosome (Ph1) positive"
9875/3	sub	"Chronic myelogenous leukemia, t(9"
9875/3	sub	"Chronic granulocytic leukemia, Philadelphia chromosome (Ph1) positive"
9875/3	sub	"Chronic granulocytic leukemia, t(9"
9875/3	sub	"Chronic granulocytic leukemia, BCR/ABL"
9876/3	title	"Atypical chronic myeloid leukemia, BCR/ABL negative"
9876/3	sub	"Atypical chronic myeloid leukemia, Philadelphia chromosome (Ph1) negative"
9891/3	title	Acute monocytic leukemia
9891/3	sub	Acute monoblastic leukemia
9891/3	sub	"Monoblastic leukemia, NOS"
9891/3	sub	FAB M5
9895/3	title	Acute myeloid leukemia with multilineage dysplasia
9895/3	sub	Acute myeloid leukemia with prior myelodysplastic syndrome
9895/3	sub	Acute myeloid leukemia without prior myelodysplastic syndrome
9896/3	title	"Acute myeloid leukemia, t(8"
9896/3	sub	"Acute myeloid leukemia, AML1(CBF- alpha)/ETO"
9896/3	sub	"FAB M2, t(8"
9896/3	sub	"FAB M2, AML1(CBF-alpha)/ETO"
9897/3	title	"Acute myeloid leukemia, 11q23 abnormalities"
9897/3	sub	"Acute myeloid leukemia, MLL"
9910/3	title	Acute megakaryoblastic leukemia
9910/3	sub	Megakaryocytic leukemia
9910/3	sub	FAB M7
9920/3	title	"Therapy-related acute myeloid leukemia, NOS"
9920/3	sub	"Therapy-related acute myeloid leukemia, alkylating agent related"
9920/3	sub	"Therapy-related acute myeloid leukemia, epipodophyllotoxin-related"
9930/3	title	Myeloid sarcoma
9930/3	sub	Granulocytic sarcoma
9930/3	sub	Chloroma
9931/3	title	Acute panmyelosis with myelofibrosis
9931/3	sub	"Acute panmyelosis, NOS"
9931/3	sub	Acute myelofibrosis
9931/3	sub	"Acute myelosclerosis, NOS"
9931/3	sub	Malignant myelosclerosis
9940/3	title	Hairy cell leukemia
9940/3	sub	Hairy cell leukemia variant
9940/3	sub	Leukemic reticuloendotheliosis
9945/3	title	"Chronic myelomonocytic leukemia, NOS"
9945/3	sub	"Chronic myelomonocytic leukemia, Type I"
9945/3	sub	"Chronic myelomonocytic leukemia, Type II"
9945/3	sub	Chronic myelomonocytic leukemia in transformation
9946/3	title	Juvenile myelomonocytic leukemia
9946/3	sub	Juvenile chronic myelomonocytic leukemia
9948/3	title	Aggressive NK-cell leukemia
9950/3	title	Polycythemia vera
9950/3	sub	Polycythemia rubra vera
9950/3	sub	Proliferative polycythemia
9950/3	sub	Chronic erythremia
9960/3	title	"Chronic myeloproliferative disease, NOS"
9960/3	sub	Chronic myeloproliferative disorder
9961/3	title	Myelosclerosis with myeloid metaplasia
9961/3	sub	Myelofibrosis as a result of myeloproliferative disease
9961/3	sub	Chronic idiopathic myelofibrosis
9961/3	sub	Agnogenic myeloid metaplasia
9961/3	sub	Megakaryocytic myelosclerosis
9961/3	sub	Myelofibrosis with myeloid metaplasia
9962/3	title	Essential thrombocythemia
9962/3	sub	Idiopathic thrombocythemia
9962/3	sub	Essential hemorrhagic thrombocythemia
9962/3	sub	Idiopathic hemorrhagic thrombocythemia
9963/3	title	Chronic neutrophilic leukemia
9964/3	title	Hypereosinophilic syndrome
9964/3	sub	Chronic eosinophilic leukemia
9970/1	title	"Lymphoproliferative disorder, NOS"
9970/1	sub	"Lymphoproliferative disease, NOS"
9975/1	title	"Myeloproliferative disease, NOS"
9980/3	title	Refractory anemia
9980/3	sub	Refractory anemia without sideroblasts
9982/3	title	Refractory anemia with sideroblasts
9982/3	sub	Refractory anemia with ringed sideroblasts
9982/3	sub	RARS
9983/3	title	Refractory anemia with excess blasts
9983/3	sub	RAEB
9983/3	sub	RAEB I
9983/3	sub	RAEB II
9984/3	title	Refractory anemia with excess blasts in transformation
9984/3	sub	RAEB-T
9985/3	title	Refractory cytopenia with multilineage dysplasia
9986/3	title	Myelodysplastic syndrome with 5q deletion (5q-) syndrome
9987/3	title	"Therapy-related myelodysplastic syndrome, NOS"
9987/3	sub	"Therapy-related myelodysplastic syndrome, alkylating agent related"
9987/3	sub	"Therapy-related myelodysplastic syndrome, epipodophyllotoxin-related"
9989/3	title	"Myelodysplastic syndrome, NOS"
9989/3	sub	Preleukemia
9989/3	sub	Preleukemic syndrome
